City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
178,grahamstown,-33.3042,26.5328,13.860000000000014,82,25,1.47,ZA,2022-11-29 03:34:57
179,kokuy,52.2037,117.5529,-25.419999999999987,85,27,1.88,RU,2022-11-29 03:34:57
180,russell,32.3502,-85.1999,9.78000000000003,84,0,0.38,US,2022-11-29 03:34:58
181,san juan,-31.5375,-68.5364,28.100000000000023,33,88,0.8,AR,2022-11-29 03:32:38
182,san andres,12.5847,-81.7006,28.010000000000048,78,75,5.14,CO,2022-11-29 03:34:58
183,salalah,17.0151,54.0924,20.05000000000001,73,0,3.09,OM,2022-11-29 03:34:37
184,lerwick,60.1545,-1.1494,8.0,85,17,3.56,GB,2022-11-29 03:34:59
185,port hedland,-20.3167,118.5667,32.03000000000003,62,7,7.72,AU,2022-11-29 03:34:59
186,sinnamary,5.3833,-52.95,24.660000000000025,89,100,3.68,GF,2022-11-29 03:34:59
187,broome,42.2506,-75.833,2.0600000000000023,86,100,3.09,US,2022-11-29 03:34:56
188,subottsi,48.6554,32.5209,1.7300000000000182,76,100,4.79,UA,2022-11-29 03:35:00
189,nishihara,26.1842,127.7558,27.810000000000002,83,40,6.69,JP,2022-11-29 03:35:01
190,saint-leu,-21.15,55.2833,25.730000000000018,70,75,1.27,RE,2022-11-29 03:35:01
191,chake chake,-5.2459,39.7666,25.120000000000005,87,65,1.58,TZ,2022-11-29 03:35:01
192,hambantota,6.1241,81.1185,27.189999999999998,83,20,3.09,LK,2022-11-29 03:35:02
193,nurobod,40.9056,69.8023,7.82000000000005,91,100,1.33,UZ,2022-11-29 03:35:02
194,rumoi,43.9344,141.6428,9.920000000000016,94,100,5.35,JP,2022-11-29 03:35:02
195,geraldton,-28.7667,114.6,40.23000000000002,12,1,6.69,AU,2022-11-29 03:31:25
196,kailua,21.4022,-157.7394,24.670000000000016,86,100,3.46,US,2022-11-29 03:35:03
197,jiwani,25.05,61.7417,24.58000000000004,43,0,3.25,PK,2022-11-29 03:35:04
198,floro,61.5996,5.0328,8.870000000000005,57,100,5.14,NO,2022-11-29 03:35:04
199,aktau,43.65,51.2,-1.67999999999995,64,16,4.58,KZ,2022-11-29 03:35:05
200,outlook,51.5001,-107.0513,-10.42999999999995,92,100,7.77,CA,2022-11-29 03:35:05
201,morant bay,17.8815,-76.4093,26.79000000000002,81,11,2.97,JM,2022-11-29 03:35:05
202,dafeng,23.4517,108.5881,26.340000000000032,80,87,2.95,CN,2022-11-29 03:35:06
203,kibaya,-5.3,36.5667,15.25,90,85,2.34,TZ,2022-11-29 03:33:56
204,katsuura,35.1333,140.3,22.010000000000048,71,90,11.09,JP,2022-11-29 03:30:42
205,lata,40.1629,-8.3327,5.600000000000023,92,100,1.58,PT,2022-11-29 03:33:47
206,vao,-22.6667,167.4833,26.05000000000001,85,100,6.89,NC,2022-11-29 03:35:07
207,victoria,22.2855,114.1577,30.03000000000003,87,21,0.45,HK,2022-11-29 03:34:20
208,okhotsk,59.3833,143.3,-17.649999999999977,91,100,5.82,RU,2022-11-29 03:34:03
209,killybegs,54.6333,-8.45,9.330000000000041,68,91,2.29,IE,2022-11-29 03:35:08
210,taoudenni,22.6783,-3.9836,16.03000000000003,28,66,5.42,ML,2022-11-29 03:35:08
211,homer,59.6425,-151.5483,-5.069999999999993,59,0,3.6,US,2022-11-29 03:35:09
212,diffa,13.3154,12.6113,17.650000000000034,31,92,3.86,NE,2022-11-29 03:35:09
213,ayan,56.45,138.1667,-19.94999999999999,82,9,6.21,RU,2022-11-29 03:35:09
214,east london,-33.0153,27.9116,18.52000000000004,82,0,4.63,ZA,2022-11-29 03:32:07
215,hamilton,39.1834,-84.5333,8.230000000000018,89,100,2.57,US,2022-11-29 03:33:28
216,aviles,43.5547,-5.9248,10.980000000000018,91,100,4.12,ES,2022-11-29 03:35:10
217,megion,61.0296,76.1136,-21.98999999999998,98,17,2.48,RU,2022-11-29 03:35:10
218,lulea,65.5842,22.1547,1.0400000000000205,100,100,1.54,SE,2022-11-29 03:31:15
219,manaure,11.7751,-72.4445,25.75,79,100,3.86,CO,2022-11-29 03:35:11
220,kiunga,-6.1219,141.2906,26.860000000000014,75,98,0.41,PG,2022-11-29 03:35:12
221,pundaguitan,6.3711,126.1689,27.78000000000003,79,91,6.43,PH,2022-11-29 03:35:12
222,whitehorse,60.7161,-135.0538,-15.569999999999993,75,100,5.14,CA,2022-11-29 03:34:20
223,roald,62.5833,6.1333,9.510000000000048,53,100,4.12,NO,2022-11-29 03:35:13
224,macapa,0.0389,-51.0664,24.99000000000001,94,20,2.57,BR,2022-11-29 03:35:13
225,kumluca,36.3703,30.2869,15.460000000000036,83,100,1.97,TR,2022-11-29 03:35:14
226,vardo,70.3705,31.1107,-0.009999999999990905,86,95,7.2,NO,2022-11-29 03:35:14
227,portland,45.5234,-122.6762,4.080000000000041,90,20,3.6,US,2022-11-29 03:35:15
228,praia,14.9215,-23.5087,22.30000000000001,83,20,4.63,CV,2022-11-29 03:35:15
229,hirara,24.8,125.2833,28.920000000000016,78,75,5.14,JP,2022-11-29 03:35:16
230,kaeo,-35.1,173.7833,20.180000000000007,79,100,3.23,NZ,2022-11-29 03:35:16
231,mildura,-34.2,142.15,21.710000000000036,46,12,5.48,AU,2022-11-29 03:31:57
232,atambua,-9.1061,124.8925,27.970000000000027,71,68,2.9,ID,2022-11-29 03:35:17
233,meulaboh,4.1363,96.1285,27.920000000000016,75,93,1.28,ID,2022-11-29 03:31:15
234,torbay,47.6666,-52.7314,7.090000000000032,95,100,12.35,CA,2022-11-29 03:35:17
235,sabang,5.8933,95.3214,27.700000000000045,76,100,4.75,ID,2022-11-29 03:35:17
236,talcahuano,-36.7167,-73.1167,12.82000000000005,100,100,2.57,CL,2022-11-29 03:35:18
237,khatanga,71.9667,102.5,-19.169999999999987,97,100,6.2,RU,2022-11-29 03:30:51
238,mongo,12.1844,18.693,20.24000000000001,22,25,2.35,TD,2022-11-29 03:35:19
239,asau,46.4333,26.4,-1.4899999999999523,90,99,0.81,RO,2022-11-29 03:33:21
240,guerrero negro,27.9769,-114.0611,16.370000000000005,79,5,5.74,MX,2022-11-29 03:33:52
241,bandundu,-3.3167,17.3667,21.460000000000036,98,100,0.92,CD,2022-11-29 03:35:19
242,tahta,26.7693,31.5021,16.860000000000014,40,7,2.64,EG,2022-11-29 03:35:20
243,ostrovnoy,68.0531,39.5131,-0.2699999999999818,87,100,3.34,RU,2022-11-29 03:32:23
244,lokosovo,61.1333,74.8167,-25.71999999999997,98,16,2.19,RU,2022-11-29 03:31:56
245,ixtapa,20.7,-105.2,22.350000000000023,83,0,0.0,MX,2022-11-29 03:35:21
